   TIME       H          H-         H+         H2+        H3+        He+        He         HeH+       C+         C        
   1.995E+03  4.910E-26  1.057E-09  4.122E-14  2.012E-14  8.041E-10  1.643E-15  1.394E-18  4.185E-15  1.624E-18  1.108E-16
   2.512E+03  6.365E-25  8.746E-10  5.261E-14  1.885E-14  5.596E-10  2.640E-15  1.606E-18  6.799E-15  1.758E-18  9.280E-17
   3.162E+03  6.039E-24  6.202E-10  5.980E-14  1.506E-14  3.080E-10  2.906E-15  2.614E-18  9.234E-15  2.742E-18  8.517E-17
   3.981E+03  3.533E-23  3.978E-10  7.188E-14  1.175E-14  1.936E-10  3.000E-15  4.770E-18  1.100E-14  4.895E-18  8.746E-17
   5.012E+03  1.357E-22  3.080E-10  1.001E-13  1.054E-14  1.679E-10  3.603E-15  7.675E-18  1.236E-14  7.810E-18  9.553E-17
   6.310E+03  3.833E-22  2.879E-10  1.400E-13  1.081E-14  1.678E-10  4.491E-15  1.079E-17  1.350E-14  1.094E-17  1.051E-16
   7.943E+03  8.809E-22  2.872E-10  1.877E-13  1.168E-14  1.742E-10  5.519E-15  1.396E-17  1.448E-14  1.413E-17  1.134E-16
   1.000E+04  1.795E-21  2.931E-10  2.454E-13  1.274E-14  1.839E-10  6.739E-15  1.733E-17  1.531E-14  1.752E-17  1.188E-16
   1.259E+04  3.427E-21  3.033E-10  3.171E-13  1.391E-14  1.965E-10  8.255E-15  2.104E-17  1.604E-14  2.125E-17  1.211E-16
   1.585E+04  6.340E-21  3.173E-10  4.075E-13  1.520E-14  2.125E-10  1.022E-14  2.517E-17  1.676E-14  2.542E-17  1.210E-16
   1.995E+04  1.165E-20  3.355E-10  5.231E-13  1.667E-14  2.328E-10  1.285E-14  2.979E-17  1.760E-14  3.007E-17  1.196E-16
   2.512E+04  2.170E-20  3.585E-10  6.726E-13  1.836E-14  2.591E-10  1.654E-14  3.494E-17  1.876E-14  3.526E-17  1.185E-16
   3.162E+04  4.160E-20  3.873E-10  8.672E-13  2.031E-14  2.934E-10  2.195E-14  4.058E-17  2.050E-14  4.093E-17  1.192E-16
   3.981E+04  8.268E-20  4.230E-10  1.117E-12  2.253E-14  3.393E-10  3.020E-14  4.642E-17  2.321E-14  4.682E-17  1.223E-16
   5.012E+04  1.687E-19  4.669E-10  1.423E-12  2.496E-14  4.014E-10  4.324E-14  5.169E-17  2.755E-14  5.216E-17  1.285E-16
   6.310E+04  3.414E-19  5.194E-10  1.757E-12  2.744E-14  4.874E-10  6.455E-14  5.497E-17  3.489E-14  5.550E-17  1.383E-16
   7.943E+04  6.417E-19  5.801E-10  2.055E-12  2.974E-14  6.106E-10  1.007E-13  5.442E-17  4.837E-14  5.503E-17  1.525E-16
   1.000E+05  1.021E-18  6.457E-10  2.228E-12  3.161E-14  7.973E-10  1.654E-13  4.873E-17  7.594E-14  4.942E-17  1.722E-16
   1.259E+05  1.217E-18  7.044E-10  2.220E-12  3.286E-14  1.100E-09  2.887E-13  3.808E-17  1.410E-13  3.884E-17  1.973E-16
   1.585E+05  9.164E-19  7.216E-10  2.065E-12  3.291E-14  1.618E-09  5.330E-13  2.442E-17  3.267E-13  2.527E-17  2.253E-16
   1.995E+05  3.365E-19  6.323E-10  1.823E-12  2.985E-14  2.536E-09  9.913E-13  1.172E-17  1.011E-12  1.262E-17  2.480E-16
   2.512E+05  4.772E-20  4.050E-10  1.474E-12  2.117E-14  4.345E-09  1.712E-12  4.697E-18  4.726E-12  5.586E-18  2.578E-16
   3.162E+05  4.029E-21  1.271E-10  1.365E-12  1.070E-14  7.200E-09  2.265E-12  4.018E-18  4.234E-11  5.240E-18  2.987E-16
   3.981E+05  6.023E-21  3.682E-11  4.132E-13  6.943E-15  1.113E-09  3.578E-13  3.052E-18  4.292E-10  5.048E-18  4.420E-16
   5.012E+05  8.207E-21  1.621E-11  1.488E-13  4.001E-15  2.999E-10  1.067E-13  1.380E-18  1.560E-09  2.294E-18  4.052E-16
   6.310E+05  6.154E-21  6.346E-12  4.951E-14  1.779E-15  9.807E-11  3.710E-14  5.197E-19  3.500E-09  8.112E-19  2.719E-16
   7.943E+05  3.316E-21  2.246E-12  1.453E-14  6.697E-16  3.100E-11  1.236E-14  1.779E-19  6.122E-09  2.606E-19  1.526E-16
   1.000E+06  1.594E-21  7.557E-13  3.773E-15  2.259E-16  9.213E-12  3.875E-15  6.098E-20  9.069E-09  8.369E-20  8.519E-17
   1.259E+06  8.243E-22  2.597E-13  8.828E-16  7.327E-17  2.657E-12  1.181E-15  2.338E-20  1.196E-08  2.960E-20  5.282E-17
   1.585E+06  5.040E-22  1.025E-13  2.036E-16  2.567E-17  8.340E-13  3.918E-16  1.093E-20  1.456E-08  1.273E-20  3.695E-17
   1.995E+06  3.590E-22  5.134E-14  5.823E-17  1.104E-17  3.461E-13  1.713E-16  6.180E-21  1.673E-08  6.816E-21  2.869E-17
   2.512E+06  2.810E-22  3.179E-14  2.536E-17  5.972E-18  2.053E-13  1.062E-16  3.998E-21  1.842E-08  4.294E-21  2.439E-17
   3.162E+06  2.337E-22  2.255E-14  1.560E-17  3.840E-18  1.545E-13  8.284E-17  2.873E-21  1.963E-08  3.047E-21  2.237E-17
   3.981E+06  2.054E-22  1.786E-14  1.177E-17  2.847E-18  1.320E-13  7.259E-17  2.291E-21  2.039E-08  2.414E-21  2.158E-17
   5.012E+06  1.906E-22  1.572E-14  1.014E-17  2.401E-18  1.216E-13  6.788E-17  2.015E-21  2.078E-08  2.116E-21  2.132E-17
   6.310E+06  1.843E-22  1.491E-14  9.507E-18  2.229E-18  1.173E-13  6.594E-17  1.904E-21  2.094E-08  1.997E-21  2.123E-17
   7.943E+06  1.823E-22  1.468E-14  9.312E-18  2.176E-18  1.160E-13  6.532E-17  1.870E-21  2.099E-08  1.960E-21  2.120E-17
   1.000E+07  1.819E-22  1.463E-14  9.269E-18  2.165E-18  1.157E-13  6.518E-17  1.862E-21  2.100E-08  1.952E-21  2.119E-17
   1.259E+07  1.818E-22  1.463E-14  9.264E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   1.585E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   1.995E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   2.512E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   3.162E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   3.981E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   5.012E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   6.310E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   7.943E+07  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   1.000E+08  1.818E-22  1.463E-14  9.263E-18  2.164E-18  1.156E-13  6.516E-17  1.861E-21  2.100E-08  1.951E-21  2.119E-17
   TIME       H5C2O2+    C4N        C5H2+      C4N+       C5H2       C5H3+      HC4N+      SO2        H2C4N+     S2       



   TIME       SiC3+      CH3C4H+    SO2+       CH3C4H     SiC3       S2+        SiC3H      C5H5+      HSO2+      CH3C3N   
   1.259E+00  7.902E-22  5.672E-26  3.492E-32  1.160E-24  5.623E-21  1.306E-22  9.671E-22  8.289E-27  3.173E-32  4.315E-24
   1.585E+00  1.082E-20  1.679E-24  8.562E-31  1.995E-22  1.783E-19  2.646E-22  3.035E-20  2.665E-25  3.841E-31  1.899E-22
   1.995E+00  5.427E-20  1.296E-23  6.227E-30  4.948E-21  1.420E-18  3.831E-22  2.342E-19  2.246E-24  1.856E-30  2.388E-21
   2.512E+00  1.835E-19  5.902E-23  2.741E-29  5.766E-20  6.588E-18  4.792E-22  1.043E-18  1.126E-23  6.162E-30  1.976E-20
   3.162E+00  4.985E-19  2.007E-22  9.064E-29  4.461E-19  2.265E-17  5.498E-22  3.417E-18  4.252E-23  1.654E-29  1.287E-19
   3.981E+00  1.170E-18  5.641E-22  2.469E-28  2.651E-18  6.386E-17  5.978E-22  9.128E-18  1.334E-22  3.841E-29  6.988E-19
   5.012E+00  2.463E-18  1.379E-21  5.814E-28  1.301E-17  1.555E-16  6.339E-22  2.096E-17  3.653E-22  7.993E-29  3.258E-18
   6.310E+00  4.745E-18  3.023E-21  1.217E-27  5.475E-17  3.368E-16  6.773E-22  4.269E-17  8.954E-22  1.520E-28  1.328E-17
   7.943E+00  8.488E-18  6.045E-21  2.309E-27  2.016E-16  6.627E-16  7.607E-22  7.887E-17  1.992E-21  2.679E-28  4.792E-17
   1.000E+01  1.425E-17  1.115E-20  4.033E-27  6.549E-16  1.201E-15  9.416E-22  1.342E-16  4.055E-21  4.424E-28  1.541E-16
   1.259E+01  2.263E-17  1.910E-20  6.569E-27  1.882E-15  2.028E-15  1.323E-21  2.128E-16  7.585E-21  6.919E-28  4.436E-16
   1.585E+01  3.422E-17  3.056E-20  1.011E-26  4.782E-15  3.214E-15  2.088E-21  3.170E-16  1.309E-20  1.036E-27  1.146E-15
   1.995E+01  4.945E-17  4.591E-20  1.489E-26  1.071E-14  4.809E-15  3.532E-21  4.466E-16  2.092E-20  1.502E-27  2.667E-15
   2.512E+01  6.853E-17  6.515E-20  2.127E-26  2.114E-14  6.830E-15  6.108E-21  5.982E-16  3.117E-20  2.136E-27  5.615E-15
   3.162E+01  9.147E-17  8.808E-20  2.989E-26  3.691E-14  9.269E-15  1.044E-20  7.668E-16  4.366E-20  3.020E-27  1.078E-14
   3.981E+01  1.185E-16  1.148E-19  4.189E-26  5.763E-14  1.213E-14  1.735E-20  9.494E-16  5.826E-20  4.304E-27  1.910E-14
   5.012E+01  1.508E-16  1.465E-19  5.927E-26  8.209E-14  1.552E-14  2.783E-20  1.149E-15  7.538E-20  6.266E-27  3.175E-14
   6.310E+01  1.914E-16  1.866E-19  8.556E-26  1.097E-13  1.971E-14  4.314E-20  1.382E-15  9.654E-20  9.427E-27  5.057E-14
   7.943E+01  2.464E-16  2.414E-19  1.271E-25  1.421E-13  2.531E-14  6.479E-20  1.677E-15  1.250E-19  1.480E-26  7.888E-14
   1.000E+02  3.268E-16  3.222E-19  1.954E-25  1.835E-13  3.336E-14  9.471E-20  2.079E-15  1.663E-19  2.447E-26  1.227E-13
   1.259E+02  4.519E-16  4.479E-19  3.132E-25  2.404E-13  4.571E-14  1.355E-19  2.657E-15  2.300E-19  4.299E-26  1.929E-13
   1.585E+02  6.575E-16  6.510E-19  5.265E-25  3.219E-13  6.568E-14  1.910E-19  3.514E-15  3.314E-19  8.113E-26  3.077E-13
   1.995E+02  1.013E-15  9.873E-19  9.360E-25  4.377E-13  9.946E-14  2.679E-19  4.810E-15  4.961E-19  1.669E-25  4.984E-13
   2.512E+02  1.657E-15  1.550E-18  1.783E-24  5.931E-13  1.590E-13  3.786E-19  6.788E-15  7.629E-19  3.826E-25  8.149E-13
   3.162E+02  2.880E-15  2.464E-18  3.714E-24  7.680E-13  2.666E-13  5.456E-19  9.763E-15  1.172E-18  1.012E-24  1.322E-12
   3.981E+02  5.234E-15  3.771E-18  8.648E-24  8.735E-13  4.581E-13  8.052E-19  1.391E-14  1.693E-18  3.229E-24  2.039E-12
   5.012E+02  9.480E-15  5.055E-18  2.266E-23  7.470E-13  7.572E-13  1.196E-18  1.850E-14  2.043E-18  1.278E-23  2.717E-12
   6.310E+02  1.559E-14  5.327E-18  6.431E-23  3.891E-13  1.084E-12  1.707E-18  2.094E-14  1.794E-18  6.083E-23  2.682E-12
   7.943E+02  2.133E-14  4.462E-18  1.840E-22  1.111E-13  1.243E-12  2.278E-18  1.891E-14  1.158E-18  3.139E-22  1.740E-12
   1.000E+03  2.493E-14  3.582E-18  5.051E-22  2.181E-14  1.212E-12  2.961E-18  1.452E-14  7.191E-19  1.588E-21  8.102E-13
   1.259E+03  2.891E-14  3.527E-18  1.303E-21  4.824E-15  1.175E-12  4.025E-18  1.174E-14  6.034E-19  7.562E-21  3.703E-13
   1.585E+03  3.655E-14  5.157E-18  3.074E-21  1.730E-15  1.219E-12  5.896E-18  1.224E-14  8.736E-19  3.374E-20  2.286E-13
   1.995E+03  4.844E-14  1.161E-17  6.356E-21  1.030E-15  1.267E-12  9.192E-18  1.698E-14  2.227E-18  1.385E-19  2.136E-13
   2.512E+03  6.127E-14  3.260E-17  1.103E-20  8.898E-16  1.176E-12  1.466E-17  2.831E-14  7.705E-18  4.815E-19  2.786E-13
   3.162E+03  7.152E-14  8.294E-17  1.572E-20  9.615E-16  9.613E-13  2.258E-17  5.110E-14  2.627E-17  1.245E-18  4.466E-13
   3.981E+03  8.302E-14  1.718E-16  1.879E-20  1.146E-15  8.078E-13  3.223E-17  9.199E-14  7.792E-17  2.287E-18  7.858E-13
   5.012E+03  9.772E-14  3.049E-16  2.002E-20  1.424E-15  7.575E-13  4.202E-17  1.550E-13  1.986E-16  3.268E-18  1.387E-12
   6.310E+03  1.096E-13  4.886E-16  2.017E-20  1.819E-15  7.323E-13  5.026E-17  2.374E-13  4.401E-16  4.038E-18  2.336E-12
   7.943E+03  1.153E-13  7.457E-16  1.976E-20  2.391E-15  6.920E-13  5.624E-17  3.297E-13  8.818E-16  4.610E-18  3.693E-12
   1.000E+04  1.151E-13  1.129E-15  1.898E-20  3.253E-15  6.336E-13  5.991E-17  4.209E-13  1.669E-15  5.048E-18  5.531E-12
   1.259E+04  1.106E-13  1.726E-15  1.798E-20  4.580E-15  5.653E-13  6.125E-17  5.024E-13  3.055E-15  5.393E-18  7.967E-12
   1.585E+04  1.040E-13  2.675E-15  1.687E-20  6.650E-15  4.981E-13  6.049E-17  5.708E-13  5.460E-15  5.680E-18  1.119E-11
   1.995E+04  9.741E-14  4.205E-15  1.577E-20  9.914E-15  4.406E-13  5.842E-17  6.308E-13  9.600E-15  5.957E-18  1.551E-11
   2.512E+04  9.179E-14  6.702E-15  1.482E-20  1.513E-14  3.955E-13  5.618E-17  6.933E-13  1.670E-14  6.290E-18  2.143E-11
   3.162E+04  8.693E-14  1.080E-14  1.413E-20  2.361E-14  3.604E-13  5.475E-17  7.719E-13  2.886E-14  6.760E-18  2.982E-11
   3.981E+04  8.206E-14  1.747E-14  1.380E-20  3.757E-14  3.311E-13  5.454E-17  8.780E-13  4.939E-14  7.467E-18  4.216E-11
   5.012E+04  7.669E-14  2.793E-14  1.402E-20  6.055E-14  3.062E-13  5.562E-17  1.022E-12  8.273E-14  8.569E-18  6.086E-11
   6.310E+04  7.086E-14  4.292E-14  1.516E-20  9.766E-14  2.870E-13  5.805E-17  1.213E-12  1.324E-13  1.039E-17  8.957E-11
   7.943E+04  6.516E-14  6.105E-14  1.816E-20  1.547E-13  2.782E-13  6.218E-17  1.466E-12  1.951E-13  1.369E-17  1.327E-10
   1.000E+05  6.062E-14  7.687E-14  2.546E-20  2.351E-13  2.872E-13  6.877E-17  1.789E-12  2.531E-13  2.058E-17  1.922E-10
   1.259E+05  5.864E-14  8.124E-14  4.506E-20  3.325E-13  3.288E-13  7.960E-17  2.179E-12  2.724E-13  3.777E-17  2.578E-10
   1.585E+05  6.106E-14  6.705E-14  1.109E-19  4.156E-13  4.385E-13  9.937E-17  2.568E-12  2.206E-13  9.240E-17  2.897E-10
   1.995E+05  6.946E-14  4.107E-14  4.263E-19  4.334E-13  7.203E-13  1.442E-16  2.739E-12  1.142E-13  3.308E-16  2.281E-10
   2.512E+05  8.246E-14  2.424E-14  2.909E-18  4.949E-13  1.479E-12  3.013E-16  2.323E-12  3.776E-14  1.905E-15  1.022E-10
   3.162E+05  1.083E-13  1.674E-14  3.886E-17  3.326E-12  3.440E-12  1.492E-15  1.380E-12  1.712E-14  1.975E-14  4.920E-11
   3.981E+05  8.578E-14  6.710E-15  3.190E-16  3.411E-11  2.484E-12  5.232E-15  8.986E-13  9.680E-15  1.603E-13  8.589E-11
   5.012E+05  3.739E-14  2.156E-15  8.135E-16  3.321E-11  1.008E-12  8.610E-15  5.886E-13  4.837E-15  4.439E-13  5.754E-11
   6.310E+05  1.382E-14  6.063E-16  1.347E-15  1.741E-11  3.418E-13  1.009E-14  2.986E-13  2.107E-15  8.036E-13  2.400E-11
   7.943E+05  4.471E-15  1.573E-16  1.820E-15  6.626E-12  1.032E-13  8.727E-15  1.244E-13  7.777E-16  1.188E-12  8.359E-12
   1.000E+06  1.378E-15  4.190E-17  2.165E-15  2.089E-12  3.127E-14  6.376E-15  4.594E-14  2.533E-16  1.543E-12  2.730E-12
   1.259E+06  4.579E-16  1.280E-17  2.365E-15  6.060E-13  1.071E-14  4.470E-15  1.660E-14  7.846E-17  1.831E-12  8.874E-13
   1.585E+06  1.835E-16  4.927E-18  2.449E-15  1.829E-13  4.568E-15  3.185E-15  6.742E-15  2.604E-17  2.050E-12  3.154E-13
   1.995E+06  9.124E-17  2.459E-18  2.456E-15  6.799E-14  2.505E-15  2.355E-15  3.591E-15  1.083E-17  2.209E-12  1.393E-13
   2.512E+06  5.399E-17  1.508E-18  2.420E-15  3.458E-14  1.683E-15  1.830E-15  2.583E-15  6.034E-18  2.320E-12  7.829E-14
   3.162E+06  3.668E-17  1.070E-18  2.370E-15  2.248E-14  1.305E-15  1.511E-15  2.248E-15  4.163E-18  2.395E-12  5.225E-14
   3.981E+06  2.830E-17  8.536E-19  2.327E-15  1.711E-14  1.123E-15  1.330E-15  2.116E-15  3.296E-18  2.440E-12  3.977E-14
   5.012E+06  2.446E-17  7.524E-19  2.298E-15  1.467E-14  1.040E-15  1.240E-15  2.035E-15  2.894E-18  2.463E-12  3.400E-14
   6.310E+06  2.294E-17  7.117E-19  2.285E-15  1.369E-14  1.007E-15  1.203E-15  1.986E-15  2.731E-18  2.473E-12  3.171E-14
   7.943E+06  2.248E-17  6.991E-19  2.280E-15  1.338E-14  9.971E-16  1.191E-15  1.966E-15  2.680E-18  2.476E-12  3.100E-14
   1.000E+07  2.238E-17  6.964E-19  2.279E-15  1.332E-14  9.950E-16  1.189E-15  1.962E-15  2.669E-18  2.477E-12  3.085E-14
   1.259E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.947E-16  1.188E-15  1.961E-15  2.668E-18  2.477E-12  3.083E-14
   1.585E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   1.995E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   2.512E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   3.162E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   3.981E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   5.012E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   6.310E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   7.943E+07  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   1.000E+08  2.237E-17  6.960E-19  2.279E-15  1.331E-14  9.946E-16  1.188E-15  1.961E-15  2.667E-18  2.477E-12  3.083E-14
   TIME       SiC3+      CH3C4H+    SO2+       CH3C4H     SiC3       S2+        SiC3H      C5H5+      HSO2+      CH3C3N   



   TIME       HS2+       CH3C3N+    HS2        SiC3H+     H2S2+      CH3C3NH+   SiC3H2+    H2S2       C3P        NCCNCH3+ 
   1.259E+00  2.822E-23  6.551E-25  1.614E-25  1.155E-21  3.676E-33  5.133E-25  2.449E-22  1.614E-25  6.066E-27  1.251E-34
   1.585E+00  5.673E-23  9.108E-24  8.186E-25  1.541E-20  2.508E-32  7.307E-24  3.261E-21  8.186E-25  1.817E-25  5.152E-33
   1.995E+00  8.192E-23  4.364E-23  2.172E-24  7.292E-20  1.050E-31  3.533E-23  1.515E-20  2.172E-24  1.506E-24  5.708E-32
   2.512E+00  1.023E-22  1.399E-22  4.436E-24  2.303E-19  3.292E-31  1.140E-22  4.678E-20  4.436E-24  7.543E-24  3.657E-31
   3.162E+00  1.170E-22  3.654E-22  7.827E-24  5.814E-19  8.604E-31  2.993E-22  1.155E-19  7.827E-24  2.872E-23  1.721E-30
   3.981E+00  1.262E-22  8.556E-22  1.256E-23  1.267E-18  1.983E-30  7.040E-22  2.465E-19  1.256E-23  9.170E-23  6.612E-30
   5.012E+00  1.311E-22  1.916E-21  1.885E-23  2.474E-18  4.156E-30  1.583E-21  4.741E-19  1.885E-23  2.581E-22  2.193E-29
   6.310E+00  1.333E-22  4.293E-21  2.697E-23  4.433E-18  8.064E-30  3.565E-21  8.415E-19  2.697E-23  6.588E-22  6.482E-29
   7.943E+00  1.341E-22  9.825E-21  3.731E-23  7.387E-18  1.465E-29  8.201E-21  1.399E-18  3.731E-23  1.552E-21  1.738E-28
   1.000E+01  1.345E-22  2.276E-20  5.038E-23  1.156E-17  2.509E-29  1.913E-20  2.200E-18  5.037E-23  3.411E-21  4.272E-28
   1.259E+01  1.348E-22  5.197E-20  6.688E-23  1.710E-17  4.078E-29  4.411E-20  3.289E-18  6.687E-23  7.056E-21  9.675E-28
   1.585E+01  1.353E-22  1.140E-19  8.771E-23  2.406E-17  6.320E-29  9.797E-20  4.694E-18  8.769E-23  1.380E-20  2.027E-27
   1.995E+01  1.359E-22  2.356E-19  1.141E-22  3.233E-17  9.401E-29  2.059E-19  6.409E-18  1.140E-22  2.561E-20  3.947E-27
   2.512E+01  1.368E-22  4.550E-19  1.474E-22  4.173E-17  1.353E-28  4.062E-19  8.393E-18  1.473E-22  4.517E-20  7.189E-27
   3.162E+01  1.381E-22  8.206E-19  1.897E-22  5.212E-17  1.906E-28  7.524E-19  1.059E-17  1.896E-22  7.583E-20  1.238E-26
   3.981E+01  1.399E-22  1.392E-18  2.437E-22  6.360E-17  2.660E-28  1.319E-18  1.298E-17  2.434E-22  1.215E-19  2.046E-26
   5.012E+01  1.426E-22  2.249E-18  3.127E-22  7.679E-17  3.723E-28  2.222E-18  1.562E-17  3.121E-22  1.864E-19  3.303E-26
   6.310E+01  1.465E-22  3.522E-18  4.016E-22  9.312E-17  5.287E-28  3.665E-18  1.873E-17  4.007E-22  2.760E-19  5.298E-26
   7.943E+01  1.522E-22  5.445E-18  5.174E-22  1.151E-16  7.687E-28  6.039E-18  2.269E-17  5.158E-22  3.979E-19  8.569E-26
   1.000E+02  1.609E-22  8.426E-18  6.703E-22  1.467E-16  1.154E-27  1.011E-17  2.812E-17  6.675E-22  5.653E-19  1.413E-25
   1.259E+02  1.739E-22  1.315E-17  8.763E-22  1.947E-16  1.806E-27  1.737E-17  3.594E-17  8.714E-22  8.009E-19  2.401E-25
   1.585E+02  1.937E-22  2.070E-17  1.161E-21  2.703E-16  2.982E-27  3.082E-17  4.754E-17  1.153E-21  1.144E-18  4.241E-25
   1.995E+02  2.244E-22  3.270E-17  1.571E-21  3.945E-16  5.277E-27  5.646E-17  6.508E-17  1.555E-21  1.664E-18  7.863E-25
   2.512E+02  2.738E-22  5.104E-17  2.186E-21  6.055E-16  1.022E-26  1.062E-16  9.188E-17  2.156E-21  2.474E-18  1.548E-24
   3.162E+02  3.567E-22  7.618E-17  3.169E-21  9.732E-16  2.229E-26  2.014E-16  1.322E-16  3.111E-21  3.746E-18  3.273E-24
   3.981E+02  5.054E-22  1.015E-16  4.867E-21  1.602E-15  5.630E-26  3.671E-16  1.883E-16  4.748E-21  5.661E-18  7.463E-24
   5.012E+02  7.926E-22  1.058E-16  8.097E-21  2.546E-15  1.666E-25  5.762E-16  2.494E-16  7.835E-21  8.126E-18  1.795E-23
   6.310E+02  1.379E-21  7.161E-17  1.492E-20  3.518E-15  5.686E-25  6.509E-16  2.789E-16  1.430E-20  1.017E-17  4.287E-23
   7.943E+02  2.589E-21  2.865E-17  3.071E-20  3.925E-15  2.271E-24  4.676E-16  2.453E-16  2.913E-20  1.027E-17  9.537E-23
   1.000E+03  5.085E-21  8.530E-18  6.965E-20  3.804E-15  1.137E-23  2.569E-16  1.835E-16  6.509E-20  8.737E-18  1.942E-22
   1.259E+03  1.053E-20  3.183E-18  1.724E-19  3.948E-15  6.941E-23  1.805E-16  1.511E-16  1.563E-19  7.901E-18  3.748E-22
   1.585E+03  2.373E-20  1.931E-18  4.720E-19  5.219E-15  4.795E-22  2.179E-16  1.724E-16  4.049E-19  1.008E-17  7.483E-22
   1.995E+03  5.704E-20  1.621E-18  1.444E-18  8.608E-15  3.535E-21  3.970E-16  2.779E-16  1.138E-18  1.981E-17  1.704E-21
   2.512E+03  1.299E-19  1.757E-18  4.654E-18  1.484E-14  2.338E-20  9.334E-16  5.563E-16  3.302E-18  5.437E-17  4.492E-21
   3.162E+03  2.491E-19  2.740E-18  1.392E-17  2.321E-14  1.057E-19  2.438E-15  1.170E-15  8.888E-18  1.588E-16  1.202E-20
   3.981E+03  4.113E-19  4.894E-18  3.567E-17  3.213E-14  2.995E-19  5.718E-15  2.194E-15  2.106E-17  3.854E-16  2.810E-20
   5.012E+03  6.167E-19  7.808E-18  7.870E-17  3.951E-14  6.031E-19  1.097E-14  3.432E-15  4.464E-17  7.519E-16  5.704E-20
   6.310E+03  8.463E-19  1.094E-17  1.541E-16  4.388E-14  9.844E-19  1.772E-14  4.566E-15  8.620E-17  1.235E-15  1.029E-19
   7.943E+03  1.065E-18  1.413E-17  2.744E-16  4.532E-14  1.437E-18  2.570E-14  5.431E-15  1.528E-16  1.794E-15  1.678E-19
   1.000E+04  1.241E-18  1.752E-17  4.529E-16  4.459E-14  2.000E-18  3.530E-14  6.035E-15  2.502E-16  2.392E-15  2.555E-19
   1.259E+04  1.350E-18  2.125E-17  7.030E-16  4.252E-14  2.731E-18  4.721E-14  6.442E-15  3.804E-16  2.998E-15  3.729E-19
   1.585E+04  1.391E-18  2.541E-17  1.037E-15  4.003E-14  3.704E-18  6.231E-14  6.752E-15  5.408E-16  3.599E-15  5.318E-19
   1.995E+04  1.383E-18  3.007E-17  1.469E-15  3.795E-14  5.032E-18  8.190E-14  7.097E-15  7.245E-16  4.211E-15  7.522E-19
   2.512E+04  1.355E-18  3.525E-17  2.017E-15  3.673E-14  6.896E-18  1.080E-13  7.583E-15  9.233E-16  4.864E-15  1.067E-18
   3.162E+04  1.336E-18  4.093E-17  2.711E-15  3.641E-14  9.584E-18  1.439E-13  8.257E-15  1.131E-15  5.581E-15  1.532E-18
   3.981E+04  1.336E-18  4.682E-17  3.594E-15  3.688E-14  1.353E-17  1.944E-13  9.120E-15  1.346E-15  6.353E-15  2.235E-18
   5.012E+04  1.357E-18  5.216E-17  4.720E-15  3.819E-14  1.933E-17  2.659E-13  1.017E-14  1.564E-15  7.125E-15  3.292E-18
